213,58.443,61.71,58.556,56.112
213.5,58.555,61.743,58.629,56.177
214,58.654,61.792,58.704,56.243
214.5,58.781,61.82,58.771,56.308
215,58.922,61.857,58.842,56.369
215.5,59.066,61.888,58.904,56.423
216,59.207,61.906,58.959,56.474
216.5,59.34,61.93,59.022,56.54
217,59.468,61.952,59.084,56.596
217.5,59.613,61.981,59.134,56.646
218,59.72,62.01,59.192,56.705
218.5,59.795,62.048,59.243,56.742
219,59.77,62.083,59.296,56.799
219.5,59.73,62.139,59.335,56.849
220,59.688,62.185,59.394,56.888
220.5,59.658,62.251,59.447,56.94
221,59.633,62.311,59.514,56.983
221.5,59.632,62.379,59.572,57.03
222,59.625,62.455,59.634,57.084
222.5,59.635,62.524,59.706,57.137
223,59.643,62.582,59.77,57.184
223.5,59.672,62.658,59.842,57.24
224,59.709,62.732,59.908,57.297
224.5,59.736,62.804,59.985,57.353
225,59.776,62.855,60.056,57.41
225.5,59.891,62.911,60.123,57.464
226,60.186,62.961,60.198,57.531
226.5,60.307,63.014,60.265,57.598
227,60.412,63.053,60.328,57.649
227.5,60.518,63.1,60.385,57.705
